Potential_Customer,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_3_Year,Ad_Res_5_Year,Ad_Res_Ind_1_Year,Ad_Res_Ind_3_Year,Ad_Res_Ind_5_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income
0,11.0,2,9,2,6,30.0,13.0,17.11,11.0,16,88,15,35,62,6,16,26,A,0,67.0,F,U,37109.0
0,11.0,7,9,4,5,10.0,8.43,7.89,8.75,17,41,12,31,33,6,16,15,S,1,65.0,F,H,49219.0
0,11.0,4,6,3,3,5.0,5.0,5.17,5.0,18,33,12,27,27,6,14,12,S,1,79.0,F,U,44284.5
0,11.0,2,14,1,11,10.0,12.5,10.5,15.0,15,127,12,32,75,5,14,32,L,1,60.0,M,U,38742.0
1,11.0,1,1,1,1,15.0,15.0,15.0,15.0,17,17,10,29,13,4,6,5,F,0,60.0,F,U,44284.5
0,11.0,2,3,0,0,10.0,7.5,8.33,11.67,16,20,12,18,17,5,5,6,N,0,60.0,F,U,22065.0
0,11.0,1,1,1,1,20.0,20.0,20.0,20.0,17,17,10,29,13,4,6,5,F,0,69.0,F,H,23157.0
1,11.0,2,5,0,3,20.0,15.0,20.0,11.67,18,88,14,26,47,6,6,18,A,0,64.0,M,H,22716.0
0,11.0,3,13,0,6,10.0,6.67,6.31,11.67,15,123,11,29,64,4,4,26,A,1,35.0,M,H,48556.0
1,11.0,1,18,0,7,10.0,10.0,11.5,11.67,18,126,13,26,85,5,5,27,A,1,84.0,M,H,29982.0
1,11.0,3,12,0,6,10.0,10.0,10.25,11.67,18,81,13,35,62,6,6,25,A,1,47.0,M,H,44284.5
0,11.0,2,2,2,2,16.0,13.0,13.0,13.0,22,35,10,25,24,4,11,10,A,0,29.0,M,U,62244.0
0,11.0,6,16,4,9,10.0,11.67,10.44,12.75,21,76,13,32,62,6,17,24,S,1,73.0,M,H,64504.0
0,11.0,2,5,0,1,20.0,15.0,10.0,11.67,18,45,13,33,37,6,6,15,A,0,60.0,F,U,44284.5
1,11.0,5,16,3,12,7.0,8.0,5.69,7.67,18,126,14,35,72,6,17,31,S,1,60.0,F,U,62000.0
1,11.0,2,5,1,3,15.0,12.5,9.0,15.0,16,80,12,23,46,5,9,15,A,0,60.0,F,U,44284.5
0,11.0,7,20,5,9,5.0,4.57,4.1,4.4,16,57,12,42,79,5,22,33,A,1,32.0,M,U,92295.0
0,11.0,2,12,1,7,15.0,12.5,11.83,10.0,18,101,13,33,62,6,15,26,A,1,46.0,F,H,105303.0
1,11.0,1,1,1,1,15.0,15.0,15.0,15.0,16,16,10,29,13,4,6,5,F,0,22.0,M,H,105303.0
1,11.0,1,5,0,3,15.0,15.0,12.0,11.67,19,104,10,22,54,4,4,20,A,0,46.0,F,U,44284.5
0,11.0,5,11,0,4,13.0,11.4,8.73,11.67,18,104,13,32,63,6,6,25,A,1,44.0,M,H,82313.0
0,11.0,4,9,2,4,20.0,17.5,13.56,17.5,18,53,12,42,58,5,18,23,F,1,35.0,M,H,82313.0
0,11.0,1,1,1,1,25.0,25.0,25.0,11.0,17,17,11,29,13,5,7,6,F,0,38.0,F,H,82313.0
0,11.0,2,8,2,6,16.0,15.0,9.88,15.0,16,77,14,31,55,6,13,20,S,1,41.0,F,H,82313.0
0,11.0,1,1,0,0,30.0,30.0,10.0,11.67,20,20,11,17,16,5,5,6,F,0,76.0,F,H,47836.0
0,11.0,1,9,0,6,15.0,15.0,10.56,11.67,18,93,10,30,59,4,4,23,A,1,55.0,F,H,53015.0
0,11.0,7,16,3,7,25.0,14.57,11.31,13.0,17,68,14,34,57,6,17,23,A,1,69.0,F,U,44284.5
0,11.0,1,16,0,9,19.0,19.0,12.0,11.67,16,93,13,31,66,5,5,24,A,1,60.0,F,U,44284.5
0,11.0,0,11,0,4,18.0,0.0,12.45,11.67,18,111,12,29,51,5,2,19,A,0,60.0,F,U,44284.5
1,11.0,4,4,3,3,12.0,10.5,10.5,10.67,17,29,13,24,26,6,12,10,A,1,60.0,M,U,44284.5
1,11.0,5,9,3,4,10.0,8.0,6.89,9.0,21,57,12,24,37,4,13,16,A,0,66.0,F,H,65435.0
0,11.0,6,9,4,17,10.0,17.5,16.24,16.0,22,128,12,34,87,5,16,32,S,1,60.0,F,H,52688.0
0,11.0,5,13,3,9,17.0,15.4,12.46,15.0,19,128,16,35,85,6,17,32,S,1,69.0,M,H,62592.0
1,11.0,4,5,1,2,10.0,9.0,8.2,10.0,16,44,12,30,34,6,14,14,A,0,36.0,M,H,42359.0
0,11.0,3,3,1,1,25.0,20.0,20.0,11.0,19,32,13,28,26,6,13,11,A,0,60.0,M,U,73684.0
0,11.0,1,7,0,3,15.0,15.0,9.71,11.67,18,104,9,29,60,4,4,23,A,1,73.0,F,H,55043.0
0,11.0,2,2,1,1,3.0,11.5,11.5,3.0,15,16,12,17,14,4,6,5,F,0,47.0,F,U,55043.0
1,11.0,4,9,3,5,5.0,2.0,2.97,2.0,19,129,12,16,62,5,9,28,S,1,77.0,M,H,45642.0
0,11.0,2,17,1,10,11.0,10.0,3.59,9.0,18,125,11,26,57,4,10,25,A,1,64.0,M,U,44830.0
1,11.0,1,11,0,4,14.0,10.0,18.18,11.67,18,102,10,25,57,4,4,22,A,0,60.0,M,U,44284.5
0,11.0,3,9,1,4,10.0,11.67,7.89,10.0,16,91,14,31,56,6,13,22,A,0,71.0,M,H,61366.0
1,11.0,2,2,1,1,15.0,10.0,10.0,5.0,18,32,10,23,21,4,9,8,A,0,74.0,F,U,44284.5
1,11.0,6,10,4,6,5.0,4.67,4.5,4.5,17,45,12,33,37,6,17,17,A,1,58.0,F,H,66481.0
0,11.0,1,17,0,9,12.0,12.0,10.24,11.67,26,124,9,21,64,4,4,24,A,1,43.0,M,U,65147.0
0,11.0,2,20,1,12,15.0,15.0,9.6,15.0,21,104,13,33,69,6,16,28,A,1,60.0,F,H,65147.0
0,11.0,1,10,1,7,16.0,16.0,9.8,16.0,17,114,12,18,45,5,7,18,A,1,85.0,F,U,46960.0
0,11.0,1,8,0,4,20.0,20.0,11.13,11.67,26,98,10,31,59,5,5,24,A,0,60.0,F,H,46960.0
0,11.0,1,1,1,1,15.0,15.0,15.0,15.0,16,16,10,29,12,4,6,5,F,0,60.0,F,U,44284.5
0,11.0,1,1,0,0,20.0,20.0,20.0,11.67,18,18,10,29,12,4,4,5,F,0,78.0,F,H,52067.0
0,11.0,3,3,2,2,12.0,10.67,10.67,11.0,17,24,14,25,24,6,11,9,N,1,31.0,M,H,52067.0
1,11.0,3,9,6,19,3.0,4.73,4.85,5.33,15,129,14,34,80,6,17,34,S,1,60.0,F,U,44284.5
1,11.0,4,7,3,5,12.0,10.5,9.0,10.67,16,53,14,34,40,6,15,15,A,1,43.0,F,U,44284.5
0,11.0,0,17,0,10,12.0,0.0,9.94,11.67,26,125,12,29,78,4,4,26,A,1,70.0,M,H,75533.0
1,11.0,6,20,1,9,5.0,5.0,5.45,5.0,24,123,11,29,67,6,13,28,S,1,57.0,F,U,46771.0
0,11.0,3,14,4,6,10.0,8.11,6.86,8.0,18,103,14,35,52,6,16,21,S,1,65.0,U,H,50263.0
0,11.0,3,12,5,6,5.0,6.13,5.33,5.4,18,40,12,33,37,6,17,16,S,1,60.0,U,U,44284.5
0,11.0,4,16,3,7,6.0,7.75,9.94,8.0,19,68,14,33,60,6,15,21,S,1,48.0,U,H,32793.0
0,11.0,4,12,2,8,9.0,7.75,8.33,7.0,18,114,12,30,61,5,12,26,S,1,84.0,U,U,35122.0
0,11.0,5,23,1,8,7.0,7.0,6.91,9.0,15,76,14,36,61,6,17,24,S,1,67.0,F,H,35122.0
0,11.0,3,25,1,19,5.0,5.0,4.68,5.0,18,78,12,42,71,5,21,29,S,1,73.0,F,U,35122.0
0,11.0,4,18,2,12,10.0,9.25,6.56,8.5,19,119,13,34,70,6,16,33,S,1,87.0,F,H,36291.0
0,11.0,3,9,6,5,10.0,10.75,9.38,10.83,17,128,12,33,94,5,16,40,S,1,27.0,F,U,44284.5
1,11.0,7,13,1,3,7.0,7.57,6.08,7.0,15,75,12,29,53,5,13,20,S,1,67.0,F,H,56604.0
1,11.0,1,1,1,1,15.0,15.0,15.0,15.0,16,16,11,16,13,4,6,5,F,0,73.0,M,U,46893.0
1,11.0,5,12,4,8,11.0,11.8,9.92,12.25,22,65,10,26,45,6,16,20,A,0,56.0,M,H,46893.0
0,11.0,5,8,5,6,15.0,11.0,10.63,11.0,20,41,13,33,37,6,17,16,A,1,60.0,M,U,44284.5
0,11.0,1,1,1,1,20.0,20.0,20.0,20.0,17,17,10,29,13,4,6,5,F,0,59.0,F,H,46893.0
0,11.0,1,2,1,2,10.0,10.0,12.5,10.0,18,21,12,20,17,6,10,8,N,0,74.0,M,U,71148.0
0,11.0,3,17,1,7,5.0,6.33,4.65,7.0,16,119,12,20,57,5,9,23,S,1,79.0,F,U,44284.5
0,11.0,2,2,1,1,15.0,14.0,14.0,15.0,21,32,10,24,25,4,10,9,A,0,59.0,M,H,47663.0
0,11.0,1,1,1,1,15.0,15.0,15.0,15.0,26,26,12,18,15,5,8,7,N,0,58.0,M,U,47663.0
1,11.0,2,2,1,1,20.0,13.5,13.5,7.0,18,28,10,22,20,4,9,8,A,0,42.0,F,U,44284.5
1,11.0,3,11,1,4,25.0,19.67,13.45,14.0,16,113,13,34,66,6,16,28,S,1,60.0,M,H,42546.0
1,11.0,4,20,3,11,5.0,5.5,3.15,5.67,15,130,8,20,43,5,8,16,S,1,59.0,F,U,44284.5
1,11.0,5,24,2,12,10.0,10.0,15.38,10.0,15,116,12,33,72,6,17,30,S,1,53.0,M,H,45840.0
0,11.0,1,1,1,1,20.0,20.0,20.0,20.0,16,16,12,17,14,5,7,6,F,0,29.0,M,H,45840.0
0,11.0,2,9,1,7,15.0,12.5,7.11,15.0,16,116,14,33,62,4,12,27,A,0,80.0,F,U,47879.0
1,11.0,7,22,1,15,10.0,12.14,11.14,12.14,22,85,12,31,63,6,17,25,S,1,67.0,F,H,47879.0
0,11.0,3,7,2,5,7.0,5.67,4.71,6.0,16,75,13,22,40,5,8,13,S,1,66.0,M,H,63697.0
1,11.0,2,3,0,1,17.0,16.0,11.67,11.67,18,41,11,27,26,5,5,12,A,0,81.0,F,H,63697.0
1,11.0,3,20,2,13,12.0,12.33,6.35,12.5,26,125,9,28,74,4,14,30,A,1,69.0,F,H,51568.0
0,11.0,3,14,2,12,10.0,10.0,7.86,10.0,17,113,13,30,71,6,15,27,S,1,55.0,M,H,51568.0
0,11.0,3,19,2,11,10.0,7.33,5.26,7.5,15,113,9,27,67,5,11,24,A,1,60.0,U,U,60349.0
0,11.0,5,10,2,4,12.0,11.0,10.3,11.0,19,44,13,35,43,6,17,17,A,0,60.0,M,H,60349.0
0,11.0,2,14,1,8,15.0,15.0,7.0,15.0,19,104,12,29,62,5,12,24,S,1,48.0,F,H,61541.0
0,11.0,2,2,2,2,20.0,20.0,20.0,20.0,22,29,10,24,23,4,10,9,A,0,60.0,F,U,61541.0
1,11.0,1,12,0,8,14.0,13.0,17.33,11.67,19,113,13,26,66,6,6,26,A,1,45.0,F,H,64942.0
0,11.0,3,7,1,2,14.0,13.0,25.71,11.0,15,100,15,35,64,6,16,28,A,0,66.0,F,H,68517.0
0,11.0,1,5,0,3,29.0,29.0,14.8,11.67,18,93,13,30,52,6,6,22,A,1,60.0,U,H,68517.0
1,11.0,7,10,4,5,6.0,6.0,5.5,6.0,16,57,13,28,42,6,13,16,A,1,52.0,M,H,40444.0
0,11.0,1,12,0,10,15.0,15.0,8.92,11.67,18,126,13,30,68,4,4,29,A,1,79.0,F,H,71503.0
0,11.0,2,3,0,1,18.0,17.0,14.67,11.67,18,41,11,30,32,5,5,13,A,0,60.0,F,U,44284.5
0,11.0,2,5,0,2,30.0,21.5,17.8,11.67,18,104,13,32,59,6,6,23,A,0,60.0,F,H,79633.0
0,11.0,2,6,2,5,25.0,25.0,10.0,11.0,18,80,13,35,58,6,17,24,A,0,57.0,F,U,44284.5
0,11.0,2,3,1,1,20.0,15.0,11.67,20.0,26,43,10,30,33,5,14,14,A,0,67.0,F,H,79633.0
0,11.0,1,8,0,4,14.0,13.0,10.0,11.67,18,114,15,37,67,6,6,29,A,0,76.0,F,H,59896.0
0,11.0,5,8,2,3,6.0,7.0,6.5,6.5,17,44,12,31,36,6,15,16,A,0,78.0,F,U,59896.0
0,11.0,4,17,4,14,10.0,8.25,6.41,8.25,15,107,12,29,42,5,5,18,E,1,30.0,M,U,44284.5
1,11.0,2,8,1,4,20.0,16.5,13.0,13.0,19,86,13,33,56,6,15,23,A,0,40.0,F,H,90213.0
1,11.0,2,9,2,8,30.0,27.5,20.78,11.0,21,112,13,31,68,6,16,29,A,1,60.0,F,U,44284.5
1,11.0,3,17,5,8,3.0,3.2,3.12,3.0,15,53,13,34,43,6,16,17,S,1,60.0,U,H,64940.0
1,11.0,6,22,4,11,10.0,8.83,7.77,10.0,18,121,12,39,77,5,19,33,A,1,60.0,F,U,44284.5
0,11.0,2,6,2,5,25.0,22.5,14.33,22.5,18,105,13,34,55,6,16,26,A,0,48.0,F,U,44284.5
0,11.0,1,10,0,4,20.0,15.0,9.9,11.67,18,78,10,31,54,5,5,22,S,1,61.0,U,U,44284.5
1,11.0,6,8,2,3,7.0,5.67,5.25,5.0,19,40,12,32,32,6,15,14,S,1,48.0,F,U,44284.5
0,11.0,4,17,4,11,11.0,11.0,9.18,11.0,21,93,13,34,66,6,17,26,A,1,60.0,M,U,56679.0
1,11.0,3,15,1,10,7.0,6.5,5.2,6.71,16,105,14,32,51,6,15,21,S,1,50.0,F,H,74255.0
1,11.0,7,27,6,15,5.0,3.29,3.22,3.0,18,93,12,22,55,4,14,24,S,1,60.0,F,U,44284.5
1,11.0,5,6,2,3,20.0,16.8,14.83,18.5,16,45,15,30,35,6,12,12,A,0,60.0,F,H,59106.0
0,11.0,4,21,2,8,5.0,8.75,7.62,7.5,18,88,13,35,65,6,17,26,S,1,65.0,F,U,45936.0
1,11.0,1,8,0,4,15.0,15.0,10.13,11.67,18,100,12,30,58,5,5,20,A,0,79.0,M,U,45936.0
0,11.0,1,4,0,2,20.0,20.0,14.25,11.67,26,74,9,22,42,4,4,15,A,0,43.0,M,U,44284.5
0,11.0,3,3,2,2,20.0,10.0,10.0,5.0,20,33,12,27,25,6,13,11,A,1,55.0,F,H,43796.0
0,11.0,3,16,1,9,10.0,10.0,7.0,10.0,19,129,10,29,61,5,15,29,S,1,60.0,F,U,59274.0
0,11.0,3,9,2,7,5.0,7.67,6.89,6.5,17,102,13,29,59,6,13,24,A,1,60.0,U,U,52559.0
0,11.0,1,1,1,1,15.0,15.0,15.0,15.0,21,21,8,29,13,5,6,5,F,0,27.0,M,H,52559.0
0,11.0,2,8,0,1,25.0,22.5,14.25,11.67,19,65,15,36,56,6,6,21,A,0,83.0,U,U,44284.5
0,11.0,4,10,1,4,9.0,12.25,8.5,9.0,15,63,13,33,50,6,16,20,A,0,42.0,M,U,52305.0
1,11.0,1,1,1,1,20.0,20.0,20.0,20.0,16,16,13,18,15,5,7,6,F,0,60.0,F,U,52305.0
1,11.0,5,5,2,2,8.0,7.2,7.2,6.5,16,33,14,30,28,6,13,11,A,1,60.0,M,H,45576.0
1,11.0,6,14,3,9,5.0,7.33,6.29,7.33,18,69,12,20,37,5,8,12,S,1,60.0,U,U,44284.5
0,11.0,1,1,1,1,28.0,28.0,10.0,11.0,16,16,12,17,14,5,7,6,F,0,60.0,M,U,44284.5
1,11.0,2,6,0,1,20.0,18.5,17.17,11.67,18,63,10,26,40,4,4,14,A,0,79.0,F,H,55011.0
1,11.0,3,19,1,8,5.0,5.67,6.58,7.0,15,126,12,20,47,5,8,17,S,1,78.0,F,U,44284.5
1,11.0,3,11,6,6,5.0,5.0,5.09,5.0,21,36,12,30,30,6,16,14,S,1,60.0,F,U,44284.5
1,11.0,1,20,1,16,10.0,10.0,9.25,10.0,21,124,11,26,75,4,10,28,A,1,52.0,F,H,71115.0
0,11.0,2,5,2,3,25.0,20.5,16.2,20.5,24,57,11,33,42,6,17,18,A,0,57.0,M,H,71115.0
1,11.0,4,16,3,10,10.0,10.0,7.69,10.0,19,67,13,32,55,6,17,23,S,1,61.0,M,H,71115.0
0,11.0,3,14,3,11,10.0,16.67,17.14,16.67,23,113,11,30,71,5,15,28,A,1,79.0,M,U,64451.0
1,11.0,4,11,4,7,12.0,9.5,7.64,9.5,15,69,13,34,56,6,17,22,A,1,49.0,M,U,44284.5
0,11.0,3,3,1,1,35.0,25.0,25.0,15.0,18,33,13,32,30,6,15,13,A,0,61.0,M,H,64451.0
0,11.0,1,5,0,2,31.0,13.0,24.4,11.67,25,64,11,31,51,6,6,19,A,0,45.0,M,H,66579.0
0,11.0,3,6,0,1,18.0,14.67,11.17,11.67,26,57,10,31,44,5,5,18,A,0,66.0,M,U,53576.0
1,11.0,5,15,3,9,5.0,5.4,5.13,5.67,19,75,13,32,55,5,15,22,S,1,40.0,M,H,46639.0
0,11.0,1,3,0,1,17.0,17.0,11.0,11.67,26,66,9,23,39,4,4,14,A,0,72.0,F,U,45142.0
0,11.0,5,14,2,9,10.0,6.2,5.21,5.0,15,124,12,30,61,5,12,28,S,1,81.0,F,H,31019.0
0,11.0,5,8,3,4,15.0,9.0,7.75,8.33,15,40,12,32,34,5,14,14,A,1,55.0,F,H,31019.0
1,11.0,2,5,0,1,11.0,13.0,8.6,11.67,15,80,12,23,39,5,5,13,A,0,51.0,M,H,41225.0
1,11.0,6,26,4,19,10.0,7.83,5.4,8.0,24,122,13,32,77,6,17,31,S,1,76.0,M,H,51305.0
0,11.0,3,5,3,4,5.0,6.67,5.6,6.67,16,45,14,32,37,6,13,13,A,1,58.0,M,H,51305.0
1,11.0,2,2,2,2,15.0,12.5,12.5,12.5,21,33,11,27,27,4,11,10,A,0,47.0,U,H,51305.0
0,11.0,2,4,1,2,20.0,15.0,10.5,20.0,24,41,11,30,32,6,14,13,A,0,41.0,F,H,56098.0
0,11.0,2,3,0,1,30.0,18.5,14.0,11.67,19,44,13,30,33,6,6,13,A,0,60.0,M,U,44284.5
1,11.0,2,2,1,1,15.0,12.5,12.5,10.0,18,33,10,25,23,4,10,9,A,0,60.0,M,U,44284.5
0,11.0,1,4,0,2,15.0,15.0,11.5,11.67,19,72,10,23,40,4,4,16,A,0,52.0,M,H,51806.0
1,11.0,2,8,0,4,15.0,15.0,12.63,11.67,18,81,13,30,56,4,4,19,A,1,67.0,F,H,50956.0
0,11.0,2,16,1,11,15.0,20.0,14.56,20.0,18,122,12,36,73,5,18,33,A,1,64.0,M,U,50956.0
0,11.0,4,30,3,18,6.0,6.25,6.33,5.67,18,129,12,20,66,4,12,28,S,1,60.0,F,H,83231.0
0,11.0,3,7,1,3,20.0,20.0,17.14,20.0,19,44,13,35,41,6,17,17,A,1,48.0,M,H,83231.0
0,11.0,1,1,0,0,15.0,15.0,15.0,11.67,15,15,12,29,9,5,2,3,E,0,60.0,F,U,83231.0
0,11.0,3,3,2,2,12.0,11.33,11.33,11.0,18,24,13,24,22,6,11,9,N,0,60.0,F,U,44284.5
0,11.0,1,1,0,0,20.0,20.0,20.0,11.67,15,15,8,29,10,5,3,4,E,0,59.0,M,H,56335.0
0,11.0,1,1,1,1,15.0,15.0,15.0,15.0,16,16,11,16,13,4,6,5,F,0,67.0,M,H,56335.0
0,11.0,2,11,1,7,20.0,23.5,17.64,22.0,18,125,16,37,72,6,16,30,A,0,78.0,M,H,47070.0
1,11.0,3,4,1,2,15.0,11.0,9.0,15.0,21,41,12,28,28,6,14,13,A,0,52.0,F,U,44742.0
1,11.0,5,14,0,4,5.0,6.8,5.64,11.67,18,126,12,29,72,5,11,32,A,1,60.0,F,H,55667.0
0,11.0,4,7,0,3,15.0,16.25,13.57,11.67,18,69,14,35,52,6,6,20,A,0,60.0,M,U,54741.0
1,11.0,5,22,5,15,10.0,10.4,8.23,10.4,16,120,14,35,76,6,17,31,S,1,60.0,U,U,44284.5
1,11.0,2,2,0,0,20.0,17.5,17.5,11.67,18,28,10,23,21,4,4,9,A,0,33.0,M,H,53504.0
1,11.0,5,12,2,2,5.0,5.4,5.83,6.0,18,85,12,30,43,5,14,15,A,0,60.0,F,U,53504.0
1,11.0,2,11,2,9,14.0,13.0,10.0,11.0,21,93,12,29,90,6,17,27,A,1,47.0,F,U,45767.0
1,11.0,6,16,4,8,5.0,3.17,2.63,3.0,18,117,13,31,55,6,14,23,S,1,60.0,F,U,44284.5
1,11.0,1,1,0,0,20.0,20.0,20.0,11.67,20,20,10,16,15,4,4,5,F,0,48.0,M,H,49791.0
1,11.0,2,8,2,5,12.0,11.0,14.0,11.0,17,81,12,29,84,5,14,21,A,1,67.0,F,H,32481.0
0,11.0,2,3,2,2,5.0,8.0,7.0,8.0,16,23,12,18,16,5,8,7,N,0,60.0,F,U,44284.5
0,11.0,0,14,0,7,15.0,0.0,10.21,11.67,10,99,12,26,84,6,6,26,A,1,82.0,U,U,44284.5
0,11.0,1,4,0,1,15.0,15.0,13.0,11.67,26,56,10,30,44,4,4,17,A,0,48.0,M,H,41003.0
0,11.0,2,6,0,2,15.0,14.0,11.33,11.67,21,68,11,29,48,5,5,18,A,1,72.0,M,H,42903.0
1,11.0,2,2,1,1,20.0,20.0,20.0,20.0,19,29,10,23,22,4,10,9,A,0,60.0,M,H,62349.0
0,11.0,2,2,2,2,25.0,25.0,25.0,11.0,22,33,12,30,29,6,14,12,A,0,32.0,M,H,55485.0
1,11.0,4,12,3,6,16.0,15.25,12.67,15.33,25,52,13,34,45,6,17,19,S,1,60.0,F,U,44284.5
0,11.0,1,1,1,1,20.0,20.0,20.0,20.0,24,24,8,18,16,5,7,6,N,0,45.0,F,H,51293.0
0,11.0,1,2,1,1,15.0,5.0,10.0,5.0,17,21,13,21,19,6,10,8,N,0,60.0,F,U,44284.5
1,11.0,0,6,0,1,18.0,0.0,13.0,11.67,26,45,12,29,41,5,5,14,A,0,60.0,F,H,48175.0
1,11.0,3,16,2,10,7.0,7.0,4.63,7.0,17,113,12,27,65,5,11,25,S,1,51.0,M,U,49195.0
1,11.0,2,12,1,7,14.0,14.5,13.42,15.0,18,65,14,35,58,6,16,22,S,1,60.0,M,U,44133.0
0,11.0,4,17,1,10,10.0,9.75,6.71,10.0,16,105,14,34,68,6,15,27,S,1,67.0,M,U,47016.0
0,11.0,2,15,1,9,20.0,20.0,9.0,20.0,16,127,12,30,73,6,14,31,S,1,83.0,F,U,47016.0
0,11.0,2,14,1,8,11.0,11.5,7.64,12.0,26,125,9,28,63,4,13,26,A,1,37.0,F,H,47016.0
0,11.0,5,6,2,2,20.0,9.8,9.0,6.0,18,39,13,32,31,6,15,14,A,1,74.0,F,U,47016.0
0,11.0,1,1,1,1,15.0,15.0,15.0,15.0,16,16,11,16,13,4,6,5,F,0,27.0,F,H,47016.0
0,11.0,2,8,2,5,26.0,23.5,14.88,11.0,22,92,12,32,53,6,16,23,A,0,52.0,M,H,47949.0
0,11.0,2,2,1,1,25.0,17.5,17.5,10.0,15,23,14,21,19,5,8,7,N,0,55.0,M,U,47949.0
0,11.0,4,16,2,12,10.0,10.5,8.25,11.0,18,130,16,35,76,6,15,30,S,1,73.0,M,H,56021.0
0,11.0,3,10,1,6,20.0,20.0,16.6,20.0,25,127,11,33,67,6,17,30,A,1,43.0,U,U,44284.5
0,11.0,6,23,3,13,9.0,7.33,8.13,7.0,19,112,11,32,80,5,15,32,S,1,37.0,F,U,32420.0
0,11.0,4,17,3,12,15.0,12.5,10.12,13.0,21,113,12,31,68,6,17,30,A,1,45.0,F,H,70892.0
0,11.0,4,21,3,12,5.0,4.75,3.52,4.67,20,104,12,31,71,5,14,27,S,1,60.0,M,H,70892.0
1,11.0,3,5,1,2,17.0,17.0,14.6,20.0,16,51,12,31,39,5,13,16,A,0,55.0,F,H,70892.0
0,11.0,4,17,1,9,25.0,19.0,10.82,20.0,18,128,13,35,75,6,17,32,S,1,76.0,M,H,42194.0
0,11.0,3,3,2,2,10.0,7.33,7.33,6.0,16,24,12,22,21,5,9,8,N,1,52.0,F,H,42194.0
0,11.0,1,7,1,5,20.0,20.0,20.71,20.0,16,105,12,29,36,5,5,18,E,0,60.0,F,U,44284.5
0,11.0,2,2,2,2,15.0,17.5,17.5,17.5,18,22,13,20,16,6,11,9,N,0,60.0,F,U,46146.0
1,11.0,3,6,3,4,30.0,27.67,25.5,11.0,17,44,13,31,39,6,16,16,S,1,41.0,F,H,42009.0
1,11.0,4,7,0,2,12.0,12.25,9.43,11.67,15,57,11,28,37,5,5,14,A,0,60.0,M,U,44284.5
1,11.0,5,9,1,4,3.0,10.8,8.0,11.0,18,78,16,34,48,6,13,18,A,0,73.0,F,U,44284.5
0,11.0,3,11,1,6,22.0,20.67,18.36,20.0,18,123,14,33,70,6,15,31,A,0,83.0,F,U,44284.5
0,11.0,4,4,3,3,8.0,7.75,7.75,6.67,16,24,14,26,23,6,11,9,N,1,60.0,F,U,44284.5
1,11.0,3,3,3,3,35.0,30.0,10.0,11.0,22,33,13,31,30,6,14,12,A,0,66.0,M,H,52514.0
1,11.0,6,27,4,14,3.0,3.33,3.41,3.5,15,123,12,28,68,5,13,29,S,1,79.0,F,U,44284.5
0,11.0,3,6,2,4,20.0,20.0,13.67,20.0,16,57,13,32,44,6,15,18,S,1,56.0,M,H,51348.0
1,11.0,1,1,0,0,15.0,15.0,15.0,11.67,20,20,8,29,12,5,3,5,F,0,57.0,F,H,62563.0
1,11.0,1,2,1,1,15.0,15.0,17.5,15.0,21,50,10,18,32,5,7,6,F,0,60.0,F,U,49240.0
0,11.0,4,6,1,2,10.0,7.0,5.83,10.0,19,53,13,29,38,6,13,15,A,1,19.0,M,H,49240.0
0,11.0,4,8,3,3,15.0,12.75,11.0,12.0,23,43,12,34,37,6,17,16,A,0,54.0,F,H,53951.0
0,11.0,1,1,1,1,15.0,15.0,15.0,15.0,23,23,8,18,17,5,7,6,N,0,59.0,M,H,53951.0
0,11.0,6,9,2,19,10.0,10.83,7.02,15.0,15,125,13,33,84,5,15,32,S,1,71.0,F,U,42373.0
0,11.0,2,2,1,1,15.0,12.5,12.5,10.0,16,21,11,18,17,4,7,7,N,0,61.0,M,U,44284.5
0,11.0,1,4,1,4,20.0,20.0,11.75,20.0,21,50,12,30,39,6,14,16,A,1,60.0,F,H,43694.0
0,11.0,4,4,2,2,25.0,28.0,10.0,11.0,18,36,13,34,35,6,16,14,A,0,76.0,M,U,43694.0
0,11.0,4,4,2,2,32.0,25.0,25.0,11.0,20,28,13,25,25,6,12,10,A,1,81.0,F,H,47429.0
0,11.0,5,5,2,2,5.0,5.6,5.6,6.5,20,33,11,28,26,5,13,11,S,1,38.0,F,U,38001.0
0,11.0,5,6,2,2,5.0,6.0,5.83,7.0,18,31,12,26,24,6,12,10,A,0,56.0,F,H,38001.0
0,11.0,2,5,2,3,15.0,16.5,13.8,16.5,18,65,13,33,50,6,15,18,A,0,62.0,M,H,45925.0
0,11.0,2,15,0,7,20.0,16.5,8.27,11.67,17,122,13,32,69,6,6,28,A,1,63.0,F,H,40313.0
0,11.0,3,17,2,10,15.0,15.0,13.18,15.0,19,122,13,34,76,6,16,33,S,1,49.0,F,U,41023.0
0,11.0,3,9,1,3,7.0,8.67,8.44,14.0,15,69,14,31,51,6,13,18,A,0,60.0,F,H,41023.0
0,11.0,7,24,3,15,2.0,3.29,3.38,2.67,16,128,13,33,75,6,16,31,S,1,17.0,F,U,46771.0
